package_name,aaid,aid,geo,router_ssid,wifi_mac,router_mac,imei,hwid,phone,email,real_name,package_dump,simid,gsfid
com.igg.android.lordsmobile,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.bzbee.deckheroes,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.igg.castleclash,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.igg.castleclash_de,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.castleclash_es,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.castleclash_fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.castleclash_id,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.castleclash_it,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.castleclash_jp,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.castleclash_kr,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.castleclash_pt,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.castleclash_ru,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.castleclash_th,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.castleclash_tr,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.castleclash_tw,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.clashoflords2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.clashoflords2_de,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.clashoflords2_fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.clashoflords2_ru,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.igg.pokerdeluxe,1,1,0,0,0,0,1,0,0,0,0,0,0,0
com.ihandysoft.ledflashlight.mini,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.ijinshan.kbatterydoctor_en,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.ikeyboard.emoji.emojione,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.ikeyboard.theme.petal,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.ilmeteo.android.ilmeteo,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.imangi.templerun,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.imangi.templerun2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.imdb.mobile,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.indeed.android.jobsearch,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.indigokids.mashakasha,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.indigokids.mim,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.indigokids.mimdoctor,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.inditex.zara,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.innogames.foeandroid,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.instagram.android,0,1,0,0,0,0,0,1,0,0,0,0,0,0
com.instagram.boomerang,0,1,0,0,0,0,0,1,0,0,0,0,0,0
com.intsig.BCRLite,1,0,0,0,0,0,0,1,0,0,0,0,0,0
com.intsig.camscanner,1,1,0,0,0,0,1,0,0,0,0,0,0,0
com.istomgames.engine,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.itau,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.itau.applight,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.itau.empresas,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.itaucard.activity,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.itchmedia.ta3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.jabong.android,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.jaumo.prime,1,1,0,0,0,0,1,1,0,0,0,0,0,0
com.jb.gokeyboard.theme.twamericankeyboard,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.jb.gokeyboard.theme.twneonbutterflieskeyboard,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.jellyblast.cmcm,1,1,0,0,1,0,0,0,0,0,0,0,0,0
com.jellybtn.cashkingmobile,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.jio.myjio,1,1,0,1,0,0,1,1,0,0,0,0,0,0
com.joelapenna.foursquared,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.jollycorp.jollychic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.joom,1,1,0,0,0,0,0,0,0,0,0,1,0,0
com.joycity.warshipbattle,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.joyjourney.PianoWhiteGo,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.jrdcom.filemanager,1,1,0,0,1,0,0,1,0,0,0,0,0,0
com.js.ludo,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.jsdev.instasize,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.jumia.android,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.junerking.archery,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.junglerunnazara.com.junglerun.nazara,1,1,1,1,1,1,0,0,0,0,0,0,0,0
com.k3games.babyfashiontailor2.free,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.kabam.bigrobot,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.kabam.marvelbattle,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.kakao.story,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.kakao.talk,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.kamagames.pokerist,1,1,0,0,0,0,1,1,0,0,0,0,0,0
com.kathleenOswald.solitaireGooglePlay,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.kauf.talking.baum.TalkingBabsyBaby,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.kdanmobile.android.pdfreader.google.pad,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.ketchapp.knifehit,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.ketchapp.stack,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.keyboard.font.theme.emoji,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.kidgame.supermarket,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.kidsthree.dentist,1,1,0,0,1,0,0,0,0,0,0,0,0,0
com.kidsthree.princessfashionsalon,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.kii.safe,1,1,0,0,0,0,0,0,0,1,0,0,0,0
com.kiloo.subwaysurf,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.king.alphabettysaga,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.king.blossomblast,1,1,0,0,1,0,0,0,0,0,0,0,0,0
com.king.bubblewitch3,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.king.candycrushjellysaga,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.king.candycrushsaga,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.king.candycrushsodasaga,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.king.farmheroessaga,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.king.farmheroessupersaga,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.king.paradisebay,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.king.petrescuesaga,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.king.pyramidsolitairesaga,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.kiragames.unblockmefree,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.kiwi.shipwrecked,1,1,0,0,0,0,1,0,0,0,0,0,0,0
com.kiwi.westbound,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.km.cutpaste.util,0,0,0,1,0,0,0,0,0,0,0,0,0,0
com.knights.bikesstunt.motomaster,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.kobobooks.android,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.kokteyl.mackolik,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.kongregate.mobile.adventurecapitalist.google,1,1,0,0,1,0,0,0,0,0,0,0,0,0
com.konylabs.capitalone,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.koyokiservices.FoF,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.ksmobile.launcher.theme.neonlife,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.ksmobile.launcher.theme.t102791139,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.kvadgroup.photostudio,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.kwai.video,1,1,1,0,1,0,1,1,0,0,0,0,0,0
com.labexception.cartrafficrace,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.labexception.truckdrivercargo,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.lazada.android,1,1,1,0,1,1,1,1,0,0,0,0,1,0
com.ldw.virtualfamilies2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.leftover.CoinDozer,1,1,0,1,0,0,0,0,0,0,0,0,0,0
com.lemongame.klondike.solitaire,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.lenovo.anyshare.gps,1,1,1,0,1,0,1,0,0,0,0,0,0,0
com.lenovo.serviceit,0,0,0,0,0,0,1,0,0,0,0,0,0,0
com.leodesol.games.classic.maze.labyrinth,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.libii.frozenparty,1,1,0,0,1,0,0,0,0,0,0,0,0,0
com.life360.android.safetymapd,1,1,1,0,0,0,0,0,1,0,0,0,0,0
com.lightx,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.lima.doodlejump,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.lima.doodlejumpeaster,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.linecorp.LGBB2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.linecorp.LGTMTMG,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.linecorp.b612.android,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.linecorp.foodcam.android,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.link.messages.sms,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.linkdesks.iBubble,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.linkdesks.jewellegend,1,0,0,0,1,0,0,0,0,0,0,0,0,0
com.linkedin.android,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.linkedin.android.jobs.jobseeker,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.linkedin.android.learning,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.lionmobi.battery,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.lionmobi.flashlight,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.lionmobi.netmaster,1,1,1,0,0,0,1,0,0,0,0,0,0,0
com.lionmobi.powerclean,1,1,0,0,0,0,0,0,0,0,0,1,0,0
com.livescore,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.locationlabs.cni.att,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.lockwoodpublishing.avakinlife,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.locnall.KimGiSa,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.lonelycatgames.Xplore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.longtech.lastwars.gp,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.lookout,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.lookout.heartbleeddetector,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.lookout.stagefrightdetector,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.lt.latte.brick,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.lucasarts.starts_goo,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.ludashi.dualspace,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.ludia.dragons,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.ludia.jurassicworld,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.luizalabs.mlapp,1,1,1,0,0,0,0,1,0,0,0,0,0,0
com.lumoslabs.lumosity,1,0,1,0,0,0,0,0,0,0,0,0,0,0
com.lyrebirdstudio.collage,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.lyrebirdstudio.colorizer.lite,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.lyrebirdstudio.mirror,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.lyrebirdstudio.mirror_collage,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.lyrebirdstudio.montagenscolagem,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.lyrebirdstudio.nocrop,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.lyrebirdstudio.photocollageeditor,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.machinezone.gow,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.madfingergames.deadtrigger2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.madfingergames.unkilled,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.magicv.airbrush,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.magisto,1,1,0,1,0,0,0,0,0,0,0,0,0,0
com.magix.android.mmjam,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.magix.camera_mx,0,1,0,0,0,0,0,0,0,0,0,0,0,0
com.magmamobile.game.Plumber2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.magmamobile.game.Squadron,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.magmamobile.game.Squadron1945,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.makemytrip,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.makingfun.mageandminions,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mapswithme.maps.pro,1,0,1,0,0,0,0,0,0,0,0,0,0,0
com.marblelab.jungle.monkey,1,1,1,0,0,0,1,0,0,0,0,0,0,0
com.mario.bros.adventure.free,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.masomo.headball2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.match.android.matchmobile,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mattel.barbiesparkleblastkids,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.maxgames.stickwarlegacy,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mcdo.mcdonalds,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mcdonalds.app,1,1,0,1,0,1,0,0,0,0,0,0,0,0
com.mcdonalds.mobileapp,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.medibang.android.paint.tablet,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.megogo.application,1,1,0,1,0,1,0,0,0,0,0,0,0,0
com.meihillman.photocollage,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.meitu.beautyplusme,1,1,1,0,0,0,1,0,0,0,0,0,0,0
com.meitu.makeup,1,1,0,0,1,0,1,0,0,0,0,0,1,0
com.meitu.meiyancamera,1,1,0,0,1,0,1,0,0,0,0,0,1,0
com.melesta.coffeeshop,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.melodis.midomiMusicIdentifier.freemium,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.mercadolibre,1,1,1,0,0,0,0,1,0,0,0,0,0,0
com.mercariapp.mercari,1,1,1,0,0,0,0,0,0,0,0,1,0,0
com.merriamwebster,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.metago.astro,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.metropcs.metrozone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mgc.stickman.rope.hero,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mgc.stickman.rope.hero.two,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mi.android.globalFileexplorer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mico,1,1,0,0,0,0,1,0,1,0,0,0,0,0
com.mico.roam,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.microblink.photomath,0,1,0,0,0,0,0,0,0,0,0,0,0,0
com.microsoft.launcher,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.microsoft.office.excel,0,1,0,0,0,0,0,0,0,1,0,0,0,0
com.microsoft.office.lync15,0,1,0,0,0,0,0,0,0,0,0,0,0,0
com.microsoft.office.officelens,0,1,0,0,0,0,0,0,0,0,0,0,0,0
com.microsoft.office.onenote,0,1,0,0,0,0,0,0,0,0,0,0,0,0
com.microsoft.office.outlook,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.microsoft.office.powerpoint,1,1,0,0,0,0,0,0,0,1,0,0,0,0
com.microsoft.office.word,0,1,0,0,0,0,0,0,0,1,0,0,0,0
com.microsoft.skydrive,1,1,0,0,0,0,0,0,0,1,0,0,0,0
com.microsoft.xboxone.smartglass,1,1,0,0,0,0,0,0,1,0,0,0,0,0
com.microsoft.xboxone.smartglass.beta,1,1,0,0,0,0,0,0,1,0,0,0,0,0
com.midasplayer.apps.bubblewitchsaga2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.midasplayer.apps.diamonddiggersaga,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.midasplayer.apps.papapearsaga,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.mindblocks.blocks_light,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.minicades.stockcars,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.miniclip.agar.io,1,1,0,1,0,0,0,0,0,0,0,0,0,0
com.miniclip.archery,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.miniclip.basketballstars,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.miniclip.diep.io,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.miniclip.eightballpool,1,1,0,1,0,0,0,0,0,0,0,0,0,0
com.miniclip.footballstrike,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.miniclip.plagueinc,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.miniclip.soccerstars,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.minimo.miniracingadventures,1,0,0,0,1,0,0,0,0,0,0,0,0,0
com.mizmowireless.acctmgt,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mobile.bizo.reverse,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mobile.legends,1,1,0,0,0,0,1,0,1,0,0,1,0,0
com.mobilefootie.wc2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mobileguru.candyfever.free,1,1,0,0,1,0,1,0,0,0,0,0,0,0
com.mobileguru.fruitsbomb.free,1,0,0,0,1,0,1,0,0,0,0,0,0,0
com.mobilemotion.dubsmash,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mobileposse.client,1,1,0,0,0,0,1,1,0,0,0,0,1,0
com.mobiles.numberbookdirectory,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mobilesrepublic.appy,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.mobilityware.freecell,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mobilityware.solitaire,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mobilityware.spider,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mobirix.blockpuzzle,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mobirix.fishinghook,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mobirix.playmaze,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mobirix.shotingking,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mobirix.slideking,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mobisystems.editor.office_with_reg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mobisystems.fileman,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mobisystems.msdict.embedded.wireless.oxford.dictionaryofenglish,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mobisystems.office,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mobond.mindicator,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mochibits.hexario.google,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.moonactive.coinmaster,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.moonton.magicrush,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.moose.shopville,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.motorbike.driving.simulator,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mountain.sniper.shooting.ray,1,1,0,0,1,0,0,0,0,0,0,0,0,0
com.move.realtor,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.moviecity.app,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.movile.playkids,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mrnumber.blocker,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.msf.kbank.mobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.msi.logogame,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mtsfreegames.trainracingmultiplayer,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mttnow.droid.easyjet,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mufumbo.android.recipe.search,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.musicheroesrevenge.pianochallenge2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.musicplayer.player.mp3player.white,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.musicstreaming.freemusic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.musixmatch.android.lyrify,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mventus.selfcare.activity,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mw.rouletteroyale,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.mx.browser,0,1,1,0,1,0,1,0,0,0,0,0,1,0
com.mxtech.videoplayer.ad,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.my.hc.rpg.kingdom.simulator,1,1,0,1,1,1,0,0,0,0,0,0,0,0
com.myfitnesspal.android,1,0,1,0,0,0,0,0,0,0,0,0,0,0
com.myntra.android,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.myyearbook.m,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.namcobandaigames.pacmantournaments,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.narvii.amino.master,1,1,1,0,0,0,0,1,0,0,0,0,1,0
com.nate.android.portalmini,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.naturalmotion.customstreetracer2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.naver.linewebtoon,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.naver.vapp,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.navigation.offlinemaps.gps,1,1,0,1,0,1,0,0,0,0,0,0,0,0
com.nbadigital.gametimelite,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.nekki.shadowfight3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.netease.chiji,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.netease.ko,1,1,0,0,0,0,1,0,0,0,0,0,0,0
com.netflix.mediaclient,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.netmarble.mherosgb,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.netmarble.sknightsgb,1,1,0,1,0,0,0,0,0,0,0,0,0,0
com.netqin.mm,1,1,0,0,0,0,0,0,0,0,0,1,0,0
com.nevosoft.mylittleplanet,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nexonm.dominations.adk,1,1,0,0,0,0,1,0,0,0,0,0,0,0
com.nexstreaming.app.kinemasterfree,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nextgames.android.twd,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.nextradioapp.nextradio,1,1,1,0,1,0,0,0,0,0,0,0,0,0
com.nextwave.wcc2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.ngame.allstar.eu,1,1,1,0,1,0,1,1,0,0,0,0,0,0
com.nhn.android.navercafe,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.nhn.android.naverplayer,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.nhn.android.ndrive,0,1,0,0,0,0,0,0,0,0,0,0,0,0
com.nhn.android.search,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.nhn.android.webtoon,1,1,0,1,0,0,0,0,0,0,0,0,0,0
com.nianticlabs.pokemongo,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nianticproject.ingress,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nickonline.android.nickapp,0,1,0,0,0,0,0,0,0,0,0,0,0,0
com.nike.ntc,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.nike.plusgps,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.nimbuzz,1,1,1,0,0,0,1,0,0,0,0,0,0,0
com.ninemgames.tennis.google,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.ninjakiwi.bftg,1,1,0,1,0,1,0,0,0,0,0,0,0,0
com.ninjakiwi.bloonstdbattles,1,1,0,0,1,0,0,0,0,0,0,0,0,0
com.nintendo.zaca,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nono.android,1,1,0,0,1,0,1,0,0,0,0,0,0,1
com.nordcurrent.Games101in1Anthology,1,1,0,0,0,0,1,0,0,0,0,0,0,0
com.nordcurrent.canteenhd,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.nordcurrent.sniperarena,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.northghost.touchvpn,1,1,0,1,0,0,0,0,0,0,0,0,0,0
com.northpark.beautycamera,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.northpark.drinkwater,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.notdoppler.crashofcars,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.nrsmagic.shooter,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nukeboxstudios.foodtruckchef,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.nway.powerrangerslegacywars,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.nytimes.android,1,1,0,0,0,0,0,1,0,0,0,0,0,0
com.nzn.tdg,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.offerup,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.ogien.trainsim,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.ogqcorp.bgh,1,0,1,0,0,0,0,0,0,0,0,0,0,0
com.ohbibi.sup,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.okcupid.okcupid,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.olxmena.horizontal,1,1,1,0,0,0,0,0,0,1,0,0,0,0
com.omgpop.dstfree,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.one1line.onetouch.onestroke.dotgame,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.oneapp.max,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.onecwireless.mahjong,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.onecwireless.mahjong2.free,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.onecwireless.mahjong3.google.free,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.onecwireless.mahjongvillage.google.free,1,0,0,0,0,0,0,0,0,0,0,0,0,0
com.onegogo.explorer,1,1,1,0,0,0,0,0,0,0,0,0,0,0
com.onehundredpics.onehundredpicsquiz,1,1,0,1,0,0,0,0,0,0,0,0,0,0
com.onexsoftech.flowerphotoframes,1,0,0,0,0,0,0,0,0,0,0,0,0,0
